Z_Coordinate,Edge_Density,Pixel_Intensity_Var,Focus_State,Cluster
-3.5252836822373474,97.70479985600298,181.34409546536904,0,0
8.7932913085331,-10.10849389635226,23.25913173626219,0,0
-7.752329754474243,6.014906362028194,107.15401922686759,0,0
5.168177284557817,14.211454586846575,61.02029177449159,0,0
-9.989425002806218,0.13327584040826246,120.57488072116098,0,0
2.6759153956582953,214.76257107322786,101.19767791900834,1,2
9.18495307025837,-13.448024063992262,48.03697370404901,0,0
-3.5840222590637216,111.21736527102314,181.34770873704355,0,0
-1.9146585435681036,319.10824111421726,185.93613922399803,1,2
-7.996672259451567,9.96275358005902,132.93154032419412,0,0
-2.187897654214126,279.8174630295549,18.654960014446445,1,2
8.69850435547901,16.226884312380946,150.3760811877545,0,0
2.2978838565062922,258.8348702505958,92.98955548074606,1,2
7.591271612150706,1.8769078639805792,28.82084355538561,0,0
-0.058374909740567915,497.56832872700744,88.59394403117815,2,1
8.130313704858544,3.9878261642562833,43.17943483905127,0,0
2.820206733490931,185.7200807565349,102.53347179632478,1,2
-3.277860741281855,129.22707591365105,135.88042853794548,0,2
-0.17847977229217982,496.2660545858798,57.54782776722599,2,1
-5.44345962599083,-3.2530002060343985,89.95864117778459,0,0
-2.961280794574595,155.80812670400636,95.54141690172173,1,2
9.252350091694147,-2.4706160497020564,73.47073741803729,0,0
1.8465184874258522,321.9610302436851,101.44798345903384,1,2
2.4962058199401778,214.1990453968043,63.355891410368514,1,2
6.045286059669795,21.969162402378323,124.0064149094187,0,0
7.212658288064443,6.8929007178985175,49.1165936694464,0,0
9.387339095672015,-9.831469553519327,82.56044809355447,0,0
-0.1857915762994562,493.948934525015,93.50755050624576,2,1
7.952304693839022,4.455530577082465,86.46214789729675,0,0
-1.3408231906424373,383.62468786633053,80.72774502072832,2,1
9.135916740196247,12.210061591556798,142.36026312813536,0,0
7.8865872123625,8.840355085054277,40.627681700465004,0,0
9.122840586582008,-5.048922668058049,99.89662786874173,0,0
4.5492885130356555,28.28645286030669,5.212223707822002,0,0
3.043820990786127,151.48086941977598,150.30848289230568,1,2
-4.3870042262066615,54.81893076382272,99.23026260554866,0,0
-7.2869684851706396,2.7663574716220953,193.74470871381854,0,0
6.024976360842299,-10.185772244545735,127.68345879755118,0,0
-9.887342219961496,26.126689347569954,68.8137994058253,0,0
-5.730466124618035,23.35572882488712,115.61144965726133,0,0
4.095142508322882,71.54044879896936,17.14092176110855,0,0
7.122146449090078,1.143790835980281,128.3495730627755,0,0
4.865475889541004,38.18753647375898,89.0399386819863,0,0
-8.679699022516058,4.047436107596708,165.762833267845,0,0
-2.4678103055316107,215.08864584632747,144.00740976121864,1,2
-1.7104651359722673,337.3666366224137,51.41153609553437,1,1
7.834794563821692,-4.412823858249088,58.852636949456546,0,0
5.96944772547694,13.325628400922255,13.826646688691897,0,0
-3.33272228486881,117.2691268647149,157.81749308408766,0,0
-1.2597442840094715,417.8900360709865,99.98492434393562,2,1
3.8679956085879574,75.83399058989221,47.791215264007924,0,0
-9.360358821000576,-2.8308300746998585,182.33131545136737,0,0
-7.913266511978794,-11.164099738287488,138.352901612633,0,0
-7.268309699761735,8.064202977709126,95.72356463429149,0,0
3.892075443863124,60.5682346928346,114.45523397689328,0,0
-6.202585564089507,10.429470807394637,24.241429199585106,0,0
-4.026433397351843,65.65145276741056,27.17613552178492,0,0
3.2807252268738267,121.50310003960641,158.53422460806752,0,2
-3.3734866430497057,122.57974251272428,100.41852006725,0,2
